Gene Symbol,Layer 1,Layer 2,Layer 3,Layer 4,Layer 5,Layer 6,Layer 7,Layer 8,Layer 9,Layer 1(s.e.m),Layer 2(s.e.m),Layer 3(s.e.m),Layer 4(s.e.m),Layer 5(s.e.m),Layer 6(s.e.m),Layer 7(s.e.m),Layer 8(s.e.m),Layer 9(s.e.m),p-values,q-values
1200002N14Rik;Dram1,3.30859E-14,0,7.77878E-10,3.07904E-08,4.97186E-08,1.36215E-07,1.54466E-19,3.68646E-19,4.43703E-19,3.32844E-14,0,7.60011E-10,2.99549E-08,4.82605E-08,1.31534E-07,1.50251E-19,3.5854E-19,4.31142E-19,0.40386315,0.34238597
1200009I06Rik,8.97777E-17,1.22223E-14,6.82458E-12,1.46087E-09,1.36239E-08,2.7182E-07,5.56005E-07,2.74292E-07,2.76423E-07,8.97764E-17,8.76672E-15,4.70245E-12,9.06509E-10,8.70976E-09,1.74009E-07,3.68447E-07,1.93728E-07,1.61328E-07,0.22952652,0.25881511
1200011I18Rik,3.62268E-05,2.65996E-05,2.67703E-05,2.45069E-05,2.03324E-05,2.47803E-05,2.35488E-05,2.45437E-05,2.54947E-05,1.70368E-05,4.29695E-06,4.00339E-06,3.7553E-06,2.40103E-06,3.85447E-06,2.70363E-06,3.68977E-06,4.03389E-06,0.41438989,0.34542158
1200011M11Rik;Smg8,1.11743E-05,6.61097E-06,6.21961E-06,6.1676E-06,7.30202E-06,8.82077E-06,9.68598E-06,9.62063E-06,7.83121E-06,5.1367E-06,1.41353E-06,1.14366E-06,1.16921E-06,1.5023E-06,2.16895E-06,2.068E-06,1.67254E-06,1.44023E-06,0.57448515,0.39898586
1200014J11Rik,1.09771E-05,1.39154E-05,1.39772E-05,1.30559E-05,1.32188E-05,1.30596E-05,8.96577E-06,7.13281E-06,5.94579E-06,4.41855E-06,3.40199E-06,2.45496E-06,1.84489E-06,1.72329E-06,2.84421E-06,1.50743E-06,1.32021E-06,1.15564E-06,0.66987952,0.43058582
1200016B10Rik,7.25252E-06,9.30772E-06,1.02828E-05,8.32607E-06,7.38508E-06,7.47835E-06,6.77469E-06,7.1648E-06,6.82128E-06,3.0117E-06,1.71382E-06,1.59656E-06,1.10636E-06,1.19481E-06,1.8936E-06,1.41032E-06,2.65411E-06,2.4196E-06,0.025420477,0.066712265
1300001I01Rik,0.000326432,0.000316019,0.000319029,0.000343412,0.000333957,0.000312618,0.000309758,0.00030259,0.000292625,5.05547E-05,1.49126E-05,1.09864E-05,1.21426E-05,1.01323E-05,1.1654E-05,1.20137E-05,1.43916E-05,1.55339E-05,0.32020618,0.30936485
1300002K09Rik,5.61331E-05,8.20656E-05,8.93254E-05,9.72672E-05,0.000100446,9.0236E-05,9.6834E-05,0.00010569,0.000107642,8.02177E-06,7.00523E-06,6.5007E-06,5.94987E-06,6.06492E-06,6.95397E-06,5.8169E-06,8.85141E-06,1.20981E-05,0.14916153,0.20307
1300010F03Rik,9.1608E-05,9.52259E-05,9.87523E-05,9.50076E-05,9.10082E-05,9.23828E-05,8.93229E-05,8.86612E-05,8.18378E-05,1.04979E-05,6.79147E-06,5.42257E-06,4.45069E-06,4.72549E-06,7.61744E-06,6.29275E-06,7.88826E-06,8.83683E-06,0.20301267,0.24136302
1300014I06Rik,9.81654E-05,6.20656E-05,6.20124E-05,5.3655E-05,4.94417E-05,4.05176E-05,3.65208E-05,3.26771E-05,3.19682E-05,2.68999E-05,6.71497E-06,5.63956E-06,4.17051E-06,3.83726E-06,3.96669E-06,2.98354E-06,2.99441E-06,3.27117E-06,8.2096E-05,0.000643728
1300017J02Rik,0.000512109,0.000549252,0.000565375,0.00057782,0.000595259,0.000560971,0.000532014,0.000569941,0.000573479,4.9139E-05,2.0406E-05,1.83141E-05,1.57443E-05,1.58928E-05,2.00207E-05,1.63363E-05,1.98059E-05,2.25824E-05,9.29872E-06,9.69423E-05
1300018I17Rik,3.04448E-07,3.27849E-06,3.84737E-06,3.72659E-06,3.90166E-06,3.02688E-06,2.36756E-06,2.01622E-06,2.42211E-06,1.88992E-07,1.48053E-06,1.23428E-06,8.70233E-07,8.55198E-07,7.85176E-07,5.63235E-07,6.21708E-07,8.28433E-07,0.71524549,0.44214301
1300018J18Rik,3.92425E-06,5.53299E-06,5.04636E-06,4.79661E-06,4.65524E-06,5.03865E-06,5.53046E-06,3.91699E-06,3.55795E-06,1.85813E-06,1.60376E-06,1.04903E-06,8.30188E-07,1.07926E-06,1.36015E-06,1.37092E-06,1.00676E-06,8.92831E-07,0.73723578,0.4451337
14-3-3 gamma;Ywhag,5.4274E-05,6.35665E-05,5.99792E-05,5.23262E-05,4.99654E-05,4.92661E-05,5.02999E-05,5.09724E-05,4.67846E-05,1.19894E-05,5.22149E-06,4.28563E-06,3.47073E-06,3.66922E-06,4.52771E-06,3.69135E-06,5.22057E-06,4.93927E-06,0.051828598,0.10909612
1500001M20Rik,1.63107E-06,5.9481E-06,4.94084E-06,3.01926E-06,2.4774E-06,3.12113E-06,2.87648E-06,2.63049E-06,2.62634E-06,9.66295E-07,1.55618E-06,1.15407E-06,6.54434E-07,6.21839E-07,9.62551E-07,7.67149E-07,8.06009E-07,7.30376E-07,0.29144104,0.29426487
1500002O20Rik,1.77612E-05,6.53262E-06,6.22814E-06,5.62675E-06,5.59137E-06,4.46819E-06,5.49293E-06,6.1684E-06,5.43877E-06,6.30791E-06,2.04195E-06,1.22463E-06,8.4989E-07,1.02324E-06,9.02409E-07,1.11592E-06,1.68715E-06,1.47389E-06,0.39774493,0.34238597
1500003O03Rik,0.000378315,0.000375112,0.000366437,0.000331492,0.000295757,0.000290565,0.000270917,0.000253898,0.000246564,3.39828E-05,1.55624E-05,1.19626E-05,1.04788E-05,1.03264E-05,1.11142E-05,1.06537E-05,1.26803E-05,1.49353E-05,2.26215E-08,3.51765E-07
1500004A13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1500009C09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1500009L16Rik,1.11391E-12,9.42517E-08,3.82301E-07,2.87934E-07,2.10791E-07,4.24979E-08,1.80874E-11,6.1361E-21,1.81743E-20,1.15288E-12,9.7186E-08,3.91384E-07,2.53832E-07,1.53551E-07,3.92885E-08,1.86023E-11,6.1739E-21,1.83022E-20,0.92007641,0.45601972
1500010J02Rik;Ctc1,1.9395E-08,4.46867E-07,1.37863E-06,2.05768E-06,1.98345E-06,1.03046E-06,1.23957E-06,1.00928E-06,1.1723E-06,1.83295E-08,3.04921E-07,6.64087E-07,6.96491E-07,7.3806E-07,3.64519E-07,4.75356E-07,4.56799E-07,5.33301E-07,0.15195886,0.20562657
1500011B03Rik;2610524H06Rik,2.04053E-07,5.80305E-07,1.16283E-06,1.13266E-06,1.2254E-06,4.55816E-07,3.67401E-07,3.43394E-07,7.59518E-07,1.83922E-07,2.519E-07,4.95266E-07,4.60981E-07,6.60571E-07,2.35342E-07,2.24628E-07,2.11685E-07,5.05953E-07,0.00232898,0.01132597
1500011H22Rik,6.04585E-06,9.66981E-06,5.83233E-06,4.92803E-06,5.50749E-06,4.38854E-06,4.45041E-06,4.6548E-06,5.09238E-06,3.86134E-06,4.07783E-06,1.30121E-06,9.7976E-07,1.17074E-06,8.42484E-07,9.56889E-07,1.62344E-06,1.65841E-06,0.20230941,0.2410115
1500011K16Rik,8.85643E-05,6.05505E-05,5.04777E-05,4.33181E-05,3.61626E-05,3.54757E-05,3.34897E-05,3.31363E-05,2.99271E-05,2.35233E-05,5.71303E-06,3.64391E-06,3.61893E-06,3.40482E-06,3.91231E-06,3.51507E-06,4.64011E-06,4.25335E-06,1.25494E-06,1.49972E-05
1500012F01Rik,3.52198E-05,4.42678E-05,3.84994E-05,3.3132E-05,3.0171E-05,3.06086E-05,2.92003E-05,3.1921E-05,3.49918E-05,7.75821E-06,5.13231E-06,3.5303E-06,2.7787E-06,2.79329E-06,3.42568E-06,2.71424E-06,4.31779E-06,7.90029E-06,9.35556E-05,0.000723909
1500015A07Rik,2.15101E-07,1.53357E-06,1.25433E-06,8.89254E-07,1.09917E-06,4.86104E-07,6.10575E-07,1.42315E-06,1.46099E-06,1.47543E-07,7.95713E-07,5.1389E-07,2.73407E-07,4.27148E-07,1.94667E-07,3.17551E-07,7.29597E-07,8.03681E-07,0.43162527,0.35318854
1500015O10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1500017E21Rik,1.02084E-05,1.68329E-05,1.35324E-05,1.16561E-05,1.10896E-05,1.16094E-05,1.33855E-05,1.54547E-05,1.92432E-05,2.90518E-06,4.10268E-06,2.11542E-06,1.64488E-06,1.74869E-06,1.81443E-06,2.27536E-06,3.99178E-06,7.29568E-06,0.78416474,0.44788739
1500031L02Rik,8.30422E-06,3.82184E-06,4.4213E-06,4.20628E-06,4.89647E-06,7.52076E-06,8.22686E-06,6.86793E-06,5.47496E-06,3.85281E-06,1.12297E-06,1.27187E-06,9.22937E-07,1.10667E-06,1.61376E-06,2.03248E-06,2.62076E-06,2.05238E-06,0.55105015,0.39233143
1500032L24Rik,0.000225643,0.00025373,0.000253888,0.000249723,0.000249528,0.000240397,0.000213793,0.000205652,0.000218614,2.01381E-05,1.33901E-05,1.00902E-05,8.70643E-06,8.86454E-06,1.36965E-05,9.74515E-06,1.24645E-05,2.10496E-05,0.003997326,0.01701984
1520402A15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1600002H07Rik,6.24856E-05,7.34753E-05,8.96317E-05,0.00010878,0.000107304,9.53701E-05,9.82985E-05,0.000101293,0.00010364,1.27322E-05,5.07268E-06,4.85182E-06,5.13724E-06,5.05522E-06,5.55245E-06,5.5582E-06,7.40678E-06,9.33586E-06,0.00021564,0.001494718
1600002K03Rik,1.78314E-05,1.09448E-05,1.16193E-05,1.0805E-05,1.12556E-05,1.17842E-05,1.42028E-05,0.000017609,1.80547E-05,6.03324E-06,2.07969E-06,1.90157E-06,1.5974E-06,1.54675E-06,2.75009E-06,2.55222E-06,4.73596E-06,5.51836E-06,0.28106771,0.28813481
1600012F09Rik,1.21171E-06,4.95152E-06,4.46559E-06,4.20621E-06,4.57676E-06,5.898E-06,7.25965E-06,9.22808E-06,8.23819E-06,5.35033E-07,1.58698E-06,1.01022E-06,7.64427E-07,1.16788E-06,1.65329E-06,1.85122E-06,2.84506E-06,2.20175E-06,0.54255162,0.38911712
1600012H06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1600012P17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1600014C10Rik,0.000209918,0.000173455,0.000171066,0.000158008,0.000155965,0.000156032,0.000140104,0.000141274,0.000135831,2.49561E-05,1.16978E-05,7.1075E-06,6.37628E-06,7.30655E-06,8.38531E-06,6.52116E-06,8.33336E-06,9.45129E-06,0.003953602,0.01694657
1600014C23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1600014K23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1600015I10Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1600016N20Rik,2.06539E-14,9.02546E-12,5.0176E-10,1.40172E-08,7.22754E-08,4.6502E-07,3.90524E-07,3.4174E-07,3.86501E-07,2.13902E-14,8.91822E-12,4.9819E-10,1.21648E-08,5.891E-08,2.813E-07,2.04062E-07,2.32318E-07,2.56084E-07,0.26789394,0.280775
1600021P15Rik,2.18864E-05,1.07758E-05,9.82998E-06,7.24346E-06,5.96042E-06,7.87893E-06,8.84778E-06,1.06547E-05,9.03075E-06,1.19158E-05,2.21483E-06,1.77083E-06,1.0851E-06,9.43556E-07,1.51185E-06,1.72688E-06,3.10792E-06,2.5162E-06,0.54281627,0.38918357
1600027N09Rik,2.33927E-06,8.85563E-07,5.33799E-07,3.51994E-07,3.04704E-07,5.51162E-07,8.54242E-07,5.11957E-07,4.58168E-07,1.8022E-06,4.54216E-07,3.53127E-07,2.13622E-07,1.66498E-07,3.41309E-07,5.22619E-07,3.07346E-07,3.59245E-07,0.46882175,0.36927109
1600029D21Rik,8.50396E-07,4.60939E-07,6.48089E-07,4.73244E-07,2.32605E-07,7.44689E-07,7.86719E-07,6.2381E-07,6.75074E-07,8.3531E-07,2.4143E-07,2.9402E-07,2.05182E-07,1.17844E-07,5.95111E-07,5.08079E-07,3.53797E-07,3.65883E-07,0.49872217,0.38091629
1600029O15Rik,9.14795E-08,7.75405E-07,4.67875E-07,8.95064E-08,4.20541E-09,2.32586E-08,7.25107E-08,9.62912E-08,1.21302E-07,6.15841E-08,4.66852E-07,2.78319E-07,5.34543E-08,2.31159E-09,2.37237E-08,7.36997E-08,9.78483E-08,1.23253E-07,0.62138621,0.41537035
1700001C02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700001C19Rik,1.44632E-05,7.47486E-06,4.63111E-06,3.70007E-06,3.80782E-06,4.90709E-06,4.79466E-06,4.74003E-06,3.15441E-06,7.98717E-06,2.42292E-06,1.15767E-06,8.24997E-07,8.57761E-07,1.25191E-06,1.45369E-06,1.59966E-06,9.90985E-07,0.94124316,0.45700709
1700001F09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700001G17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700001J03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700001J11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700001K19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700001K23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700001L05Rik;AK005608,2.84797E-06,1.58827E-06,2.02427E-06,1.82458E-06,1.98365E-06,2.72562E-06,2.64047E-06,2.03314E-06,2.50228E-06,2.22533E-06,6.30742E-07,7.77719E-07,5.77377E-07,5.51763E-07,7.85995E-07,7.41586E-07,6.92808E-07,8.38408E-07,0.99080229,0.4679426
1700001L19Rik,2.43456E-10,4.0755E-08,1.14494E-07,4.99145E-08,6.0234E-09,3.90414E-08,1.96527E-07,1.90791E-07,1.06755E-07,2.50428E-10,4.09495E-08,1.14657E-07,4.98697E-08,5.35737E-09,3.97335E-08,1.9945E-07,1.93825E-07,1.09152E-07,0.94577171,0.45700709
1700001O22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700001P01Rik,1.47899E-08,1.03713E-07,1.05975E-07,1.58883E-07,2.3339E-07,8.29975E-08,2.70635E-07,2.87645E-07,1.9686E-07,1.56241E-08,1.05662E-07,1.00398E-07,1.468E-07,2.23888E-07,5.87333E-08,2.59971E-07,2.76589E-07,1.8953E-07,0.9816095,0.46581658
1700003E16Rik,3.0887E-07,1.95488E-06,2.15371E-06,1.46358E-06,1.38329E-06,2.35725E-06,1.51611E-06,1.23993E-06,1.33445E-06,2.20259E-07,7.69395E-07,1.01887E-06,6.23891E-07,4.6136E-07,1.24223E-06,5.83652E-07,5.30948E-07,5.82013E-07,0.78504156,0.44788739
1700003F12Rik,5.77487E-20,4.26572E-15,2.23138E-12,4.86057E-10,6.07154E-09,7.75477E-08,1.43285E-07,1.15405E-07,1.33257E-07,5.96106E-20,4.33269E-15,2.27401E-12,4.95502E-10,6.16441E-09,7.84508E-08,1.44822E-07,1.16747E-07,1.35109E-07,0.89869476,0.45191541
1700003G18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700003H04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700003M02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700006A11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700006E09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700007B14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700007E06Rik,3.58964E-14,5.05023E-11,3.74633E-09,7.5442E-08,1.1564E-07,1.64283E-08,1.87688E-20,2.0668E-20,5.54657E-21,3.56808E-14,4.94353E-11,3.66821E-09,7.34025E-08,1.11935E-07,1.59919E-08,1.82923E-20,2.01976E-20,5.44335E-21,0.82720343,0.44788739
1700007G11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700007I08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700007K09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700007K13Rik,5.26582E-18,5.24995E-14,1.00702E-11,9.09507E-10,8.38516E-09,5.44039E-08,8.88197E-08,1.02834E-07,1.02162E-07,5.57644E-18,5.41948E-14,1.0394E-11,9.37711E-10,8.60969E-09,5.55557E-08,9.10497E-08,1.06065E-07,1.05115E-07,0.89869476,0.45191541
1700008A04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700008F21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700008I05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700008J07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700008O03Rik,1.47195E-06,1.3357E-06,7.2864E-07,5.80217E-07,6.4325E-07,2.88821E-07,3.12184E-07,2.93622E-07,3.01437E-07,9.64168E-07,9.26271E-07,6.0584E-07,3.27454E-07,3.37655E-07,1.57793E-07,1.92109E-07,1.89167E-07,2.0321E-07,0.34734582,0.32271463
1700008P02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700008P20Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700009J07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700009N14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700009P17Rik,4.06993E-06,1.34329E-06,1.04834E-06,8.98931E-07,6.47574E-07,9.44198E-07,0.000001145,2.31279E-06,1.65948E-06,3.6522E-06,6.9958E-07,3.48752E-07,3.15124E-07,2.29685E-07,3.69057E-07,5.08207E-07,1.46211E-06,9.75022E-07,0.68899216,0.43505474
1700010B08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700010D01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700010H22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700010I14Rik,5.88899E-19,5.77076E-15,1.0484E-12,4.42419E-10,3.17845E-09,7.25477E-08,1.91155E-07,1.40924E-07,1.6637E-07,6.13714E-19,5.84222E-15,1.06232E-12,4.50687E-10,3.24315E-09,7.41992E-08,1.94561E-07,1.43142E-07,1.6916E-07,0.89869476,0.45191541
1700010M22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700011A15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700011E24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700011F03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700011F14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700011H14Rik,1.37515E-13,4.75233E-11,5.70265E-09,1.55688E-07,2.35666E-07,1.95546E-07,3.5001E-07,1.49925E-07,2.34322E-07,1.46225E-13,4.92944E-11,5.91267E-09,1.59659E-07,2.39444E-07,1.44198E-07,3.27434E-07,1.40687E-07,2.20052E-07,0.93961112,0.45700709
1700011I03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700011L22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700011M02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700012A03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700012A16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700012B07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700012B09Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700012B15Rik,8.51821E-06,7.50825E-06,5.37255E-06,4.2347E-06,4.47272E-06,4.63928E-06,3.85097E-06,2.25567E-06,2.59401E-06,4.10481E-06,2.27304E-06,1.27215E-06,8.75134E-07,1.0259E-06,1.37392E-06,1.06341E-06,6.03008E-07,7.34728E-07,0.16776667,0.21821299
1700012D14Rik;AK031468,8.73978E-07,1.02585E-06,6.2404E-07,7.84225E-07,9.79595E-07,1.27637E-06,1.29563E-06,1.22213E-06,9.59498E-07,8.52795E-07,6.79981E-07,2.81E-07,3.44259E-07,4.43443E-07,5.23023E-07,4.44429E-07,5.66674E-07,4.33259E-07,0.98242489,0.46602933
1700012L04Rik,1.63148E-06,1.52151E-06,6.14217E-07,6.19904E-07,7.178E-07,8.09314E-07,4.24628E-07,2.70564E-07,2.96344E-07,1.17414E-06,8.47713E-07,2.88647E-07,2.91447E-07,3.74213E-07,6.64132E-07,3.31097E-07,2.32106E-07,2.38517E-07,0.51593456,0.38091629
1700012P22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700013B16Rik;Fam75d3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700013D24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700013F07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700013G24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700013H16Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700014N06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700015E13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700015F17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700015G11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700016C15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700016D06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700016H13Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700016K19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700016M24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700017B05Rik,2.1393E-05,0.000024043,1.86161E-05,2.38068E-05,2.71269E-05,2.91445E-05,2.87243E-05,3.14626E-05,3.09758E-05,8.19283E-06,6.91406E-06,2.63054E-06,3.1039E-06,2.88509E-06,4.15352E-06,3.00037E-06,3.85877E-06,3.7468E-06,0.070202592,0.13162028
1700017D01Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700017N19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700018A04Rik;AK142058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700018A14Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700018B08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700018B24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700018C11Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700018F24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700018L02Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700018L24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700019A02Rik,6.37302E-09,1.47335E-07,1.62355E-07,3.73688E-08,1.25944E-09,1.01314E-13,1.87038E-28,0,0,6.50432E-09,1.46754E-07,1.61121E-07,3.70355E-08,1.24716E-09,1.0009E-13,1.85921E-28,0,0,0.84722208,0.44788739
1700019B03Rik,1.89351E-08,2.67764E-07,1.39157E-07,6.34022E-08,1.33948E-07,1.55931E-07,3.19034E-08,1.32931E-09,3.53618E-11,1.90324E-08,2.61864E-07,1.31053E-07,4.5546E-08,1.32164E-07,1.55101E-07,3.1903E-08,1.33335E-09,3.54419E-11,0.37645091,0.33462027
1700019D03Rik;AK217058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700019E19Rik,1.81989E-07,2.43189E-06,4.55879E-06,5.00436E-06,5.3639E-06,3.79858E-06,2.56729E-06,2.48338E-06,2.14162E-06,9.37396E-08,8.70386E-07,1.49896E-06,1.34109E-06,1.41311E-06,9.58497E-07,5.84554E-07,9.38802E-07,7.22102E-07,0.38392725,0.33788897
1700019G17Rik,5.29019E-06,5.50186E-06,5.57397E-06,5.48809E-06,4.95329E-06,4.15228E-06,4.669E-06,4.5893E-06,3.37487E-06,2.33943E-06,1.58491E-06,1.28371E-06,1.08335E-06,1.13639E-06,9.98784E-07,1.9297E-06,2.29384E-06,1.32597E-06,0.08417895,0.1465005
1700019L03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700019M22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700019N12Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700019N19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700019O17Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700020A23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700020C07Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700020D05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NaN,NaN
1700020I14Rik,3.81313E-05,1.63202E-05,1.42152E-05,1.83848E-05,1.95736E-05,2.3533E-05,2.06344E-05,1.98105E-05,1.92985E-05,1.62653E-05,2.97237E-06,2.03344E-06,2.43979E-06,2.55431E-06,5.2568E-06,2.68567E-06,3.06824E-06,3.12739E-06,0.2553725,0.27434498
